Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories
1,1.3478593102652625,1.0892017873302964,1.2346391615702603,1.4974584142345102,0.9893138647360978,1.1625298568297195,1.7649299883394478
0,-1.6819910019369555,-0.5926055007483437,-0.9984167638270398,-0.09736744424367214,-0.15603334519333178,0.20483633366812573,-0.16055383192494943
1,1.3842427394821626,0.31948927296612695,0.3279595477014274,-1.2942774492671856,-0.783478595055765,-1.5513441828952055,-1.0274859232225713
0,-0.37310801077927847,0.31948927296612695,-0.20206811079598716,-0.21685276965412537,0.46946447492495474,0.5565840304984355,-0.07582120330378066
0,-0.9426438120403617,-1.4370563507908247,-1.1531819605056164,-0.5912577797888927,-1.5181468654993993,-0.521075848322822,-0.7895392846149629
0,-0.23167449381232752,-1.6485697884561377,-1.8094736382560592,0.8948318455646546,0.05267593786545795,0.9493564978687068,0.6604071949325124
0,-0.4469422746791667,-1.1552921643842229,-1.3114507402307805,0.7905317892367938,-0.0516519735193772,0.5565840304984355,0.5215566247641693
1,0.09045233449829593,0.039133906938302945,0.7030120190048366,1.099895927664723,0.46946447492495474,0.9493564978687068,0.8964600326462216
1,1.036157690350667,0.8095164956755482,1.2346391615702603,0.684962565512692,0.15695097281400652,0.3758488247528005,0.7926284180710721
0,-1.0357523150207297,-2.001464702850687,-1.7238731311431001,0.1350393210558988,-0.5741055662363168,0.043045721014390456,-0.05926974691352412
0,-0.23167449381232752,0.1793430217506172,0.1334701157809514,-2.0289633158191784,-2.2559154741630922,-2.022779802575445,-2.056647574505723
0,-1.561951158011397,-1.2257063886848871,-1.3114507402307805,0.24831138151626359,0.46946447492495474,-0.2547511207813032,0.2485381824598743
1,1.2734767863907803,-0.24147591972425717,0.3279595477014274,-0.46350589651857027,-0.5741055662363168,-0.2547511207813032,-0.30376923992818056
0,-0.5230240965551874,-1.2257063886848871,-1.4734319389885233,0.35982381298166477,-0.2604687737379393,0.3758488247528005,0.190146957917132
1,0.7276322063947379,0.5295923731934126,0.7030120190048366,-1.8132318153145497,-1.4130109573860787,-1.8922583014425218,-1.7667378281529138
0,-0.03347071230216228,-1.2961384151511333,-0.8469645657187014,1.3995154412393234,0.885442225282672,1.1625298568297195,1.1881110832275177
1,-0.03347071230216228,0.5295923731934126,0.5177126819082566,-1.454414116127205,-1.4130109573860787,-1.6167186390192774,-1.5599623665780193
1,0.3758390678232467,-0.3818781793831873,-0.48171835209316327,-0.46350589651857027,-0.6787634576546899,0.043045721014390456,-0.6048991102737933
0,-0.9426438120403617,-0.24147591972425717,-0.6256204643232633,-1.454414116127205,-1.09797438809261,-1.6167186390192774,-1.3914356235578862
1,0.5828552985896387,0.9493886634048005,0.763833731568482,-0.09736744424367214,-0.15603334519333178,0.043045721014390456,-0.0265394037034799
1,1.310942642989823,1.0193025651368655,1.1772477376026607,-0.8576067841013605,-1.9393307841364822,-1.1616197721817412,-0.9437801141068963
0,-0.6014954278383512,-1.8602500802111672,-1.8094736382560592,-0.8576067841013605,-1.2029254970422776,-0.8684505693684895,-0.8646822551081156
0,-0.4469422746791667,-1.2257063886848871,-0.9984167638270398,-1.6256995395243736,-1.6233459627989533,-1.5513441828952055,-1.6071622875405744
0,-1.6819910019369555,-0.6628814017254763,-1.0753737270175563,1.4974584142345102,0.46946447492495474,1.6255128373640964,1.0294967438049896
1,0.4814812073982107,0.5295923731934126,0.7030120190048366,-2.0289633158191784,-1.6233459627989533,-2.061400141386735,-2.056647574505723
1,-0.7662458822348309,0.10924636858540832,0.06753473760920965,-0.5912577797888927,-1.3079374305558,-0.643446270942442,-1.0862598767852591
1,-0.4469422746791667,-0.10113881862688368,-0.06606805650351105,-0.9973364025651529,-1.833937060853154,-1.0693914210803925,-1.5150524380945105
